field_110352_y,MINECRAFT_TITLE_TEXTURES,0,
field_110447_Z,launchedVersion,0,
field_110448_aq,resourcePackRepository,0,
field_110451_am,resourceManager,0,
field_110453_aa,proxy,0,
field_110456_c,serverProxy,2,
field_110475_d,frameTime,0,
field_110476_b,frameWidth,0,
field_110477_c,frameHeight,0,
field_110478_a,animationFrames,0,
field_110481_b,textureClamp,0,
field_110482_a,textureBlur,0,
field_110498_b,frameTime,0,
field_110499_a,frameIndex,0,
field_110553_a,glTextureId,0,
field_110559_g,textureUploaded,0,
field_110562_b,imageUrl,0,
field_110566_b,dynamicTextureData,0,
field_110567_b,layeredTextureNames,0,
field_110568_b,textureLocation,0,
field_110575_b,LOCATION_BLOCKS_TEXTURE,0,
field_110582_d,resourceManager,0,
field_110583_b,listTickables,0,
field_110584_c,mapTextureCounters,0,
field_110585_a,mapTextureObjects,0,
field_110625_b,path,2,
field_110626_a,namespace,2,
field_110723_a,knotRenderer,0,
field_110782_f,BOAT_TEXTURES,0,
field_110785_a,EXPERIENCE_ORB_TEXTURES,0,
field_110787_a,ENDER_CRYSTAL_TEXTURES,0,
field_110798_h,RES_ITEM_GLINT,0,
field_110801_f,leashKnotModel,0,
field_110802_a,LEASH_KNOT_TEXTURES,0,
field_110804_g,MINECART_TEXTURES,0,
field_110810_f,WITHER_TEXTURES,0,
field_110811_a,INVULNERABLE_WITHER_TEXTURES,0,
field_110830_f,CREEPER_TEXTURES,0,
field_110833_a,COW_TEXTURES,0,
field_110835_a,BAT_TEXTURES,0,
field_110837_a,BLAZE_TEXTURES,0,
field_110839_f,ENDERMAN_TEXTURES,0,
field_110842_f,DRAGON_EXPLODING_TEXTURES,0,
field_110843_g,ENDERCRYSTAL_BEAM_TEXTURES,0,
field_110844_k,DRAGON_TEXTURES,0,
field_110852_a,LAYERED_LOCATION_CACHE,0,
field_110861_l,WITHER_SKELETON_TEXTURES,0,
field_110862_k,SKELETON_TEXTURES,0,
field_110864_q,ZOMBIE_VILLAGER_TEXTURES,0,
field_110868_f,GHAST_SHOOTING_TEXTURES,0,
field_110869_a,GHAST_TEXTURES,0,
field_110871_a,ZOMBIE_TEXTURES,0,
field_110873_a,MAGMA_CUBE_TEXTURES,0,
field_110875_f,OCELOT_TEXTURES,0,
field_110882_a,SILVERFISH_TEXTURES,0,
field_110884_f,SHEARED_SHEEP_TEXTURES,0,
field_110887_f,PIG_TEXTURES,0,
field_110890_f,SPIDER_TEXTURES,0,
field_110893_a,CAVE_SPIDER_TEXTURES,0,
field_110895_a,SNOW_MAN_TEXTURES,0,
field_110897_a,SLIME_TEXTURES,0,
field_110899_a,IRON_GOLEM_TEXTURES,0,
field_110901_a,SQUID_TEXTURES,0,
field_110910_a,WITCH_TEXTURES,0,
field_110912_f,WITHER_TEXTURES,0,
field_110913_a,INVULNERABLE_WITHER_TEXTURES,0,
field_110915_f,TAMED_WOLF_TEXTURES,0,
field_110916_g,ANGRY_WOLF_TEXTURES,0,
field_110917_a,WOLF_TEXTURES,0,
field_110920_a,CHICKEN_TEXTURES,0,
field_110925_j,CLOUDS_TEXTURES,0,
field_110926_k,END_SKY_TEXTURES,0,
field_110927_h,MOON_PHASES_TEXTURES,0,
field_110928_i,SUN_TEXTURES,0,
field_110973_g,frameCounter,0,
field_110974_d,y,0,
field_110975_c,x,0,
field_110977_n,minV,0,
field_110978_o,maxV,0,
field_110979_l,minU,0,
field_110980_m,maxU,0,
field_110982_k,animationMetadata,0,
field_110983_h,tickCounter,0,
field_111020_b,chest,2,
field_111021_b,chest,2,
field_111053_a,NUMERIC_VARIABLE_PATTERN,2,"Pattern that matches numeric variable placeholders in a resource string, such as ""%d"", ""%3$d"", ""%.2f"""
field_111113_b,defaultValue,2,
field_111114_c,shouldWatch,2,
field_111115_a,translationKey,2,
field_111118_b,maximumValue,2,
field_111119_c,description,2,
field_111120_a,minimumValue,2,
field_111132_f,baseValue,2,
field_111133_g,needsUpdate,2,
field_111134_d,mapByName,2,
field_111135_e,mapByUUID,2,
field_111136_b,genericAttribute,2,The Attribute this is an instance of
field_111137_c,mapByOperation,2,
field_111138_a,attributeMap,2,The BaseAttributeMap this attributeInstance can be found in
field_111139_h,cachedValue,2,
field_111153_b,attributesByName,2,
field_111154_a,attributes,2,
field_111162_d,dirtyInstances,2,
field_111163_c,instancesByName,2,
field_111170_d,id,2,
field_111171_e,isSaved,2,"If false, this modifier is not saved in NBT. Used for ""natural"" modifiers like speed boost from sprinting"
field_111172_b,operation,2,
field_111173_c,name,2,
field_111174_a,amount,2,
field_111176_d,targetY,2,
field_111177_e,targetZ,2,
field_111178_b,speed,2,
field_111179_c,targetX,2,
field_111180_a,horseHost,2,
field_111188_I,attributeModifierMap,2,Contains a Map of the AttributeModifiers registered by potions
field_111203_a,MOON_PHASE_FACTORS,2,
field_111204_q,inhabitedTime,2,the cumulative number of ticks players have been in this chunk
field_111210_e,ATTACK_DAMAGE_MODIFIER,2,
field_111230_s,enchantmentTypes,2,
field_111242_f,horse,2,
field_111243_a,horseInventory,2,
field_111263_d,MOVEMENT_SPEED,2,
field_111264_e,ATTACK_DAMAGE,2,
field_111265_b,FOLLOW_RANGE,2,
field_111266_c,KNOCKBACK_RESISTANCE,2,
field_111267_a,MAX_HEALTH,2,
field_111284_a,DECIMALFORMAT,2,
field_120014_b,ticks,2,
field_120015_a,server,2,
field_120021_b,server,2,
field_120036_d,msgs,2,
field_120037_e,server,2,
field_120038_b,values,2,
field_120039_c,vp,2,
field_120040_a,FORMATTER,2,
field_130068_bO,lastHealthScore,2,"the total health of the player, includes actual health and absorption health. Updated every tick."
field_130070_K,fileResourcepacks,0,
field_130078_a,GRASS_LOCATION,0,
field_130079_a,FOLIAGE_LOCATION,0,
field_135017_as,languageManager,0,
field_135019_a,languages,0,
field_135031_c,PATTERN,0,
field_135032_a,properties,0,
field_135036_d,bidirectional,0,
field_135037_b,region,0,
field_135038_c,name,0,
field_135039_a,languageCode,0,
field_135046_d,languageMap,0,
field_135048_c,currentLanguage,0,
field_135049_a,CURRENT_LOCALE,0,
field_135054_a,i18nLocale,0,
field_142016_bo,lastAttackedEntityTime,2,Holds the value of ticksExisted when setLastAttacker was last called.
field_142022_ce,serverBrand,0,
field_142025_a,IS_RUNNING_ON_MAC,0,
field_142048_a,isChild,2,
field_142050_e,timestamp,2,
field_142051_e,timestamp,2,
field_142052_b,revengeTimerOld,2,Store the previous revengeTimer value
field_143005_bX,playerLastActiveTime,2,
field_143008_E,maxPlayerIdleMinutes,2,
field_143013_d,entryDoor,2,
field_143023_d,chunkPosZ,2,
field_143024_c,chunkPosX,2,
field_145761_f,customName,2,"The custom name of the command block. (defaults to ""@"")"
field_145762_d,lastOutput,2,The previously run command.
field_145763_e,commandStored,2,The command stored in the command block.
field_145764_b,successCount,2,The number of successful commands run. (used for redstone output)
field_145765_c,trackOutput,2,
field_145766_a,TIMESTAMP_FORMAT,2,The formatting for the timestamp on commands run.
field_145783_c,entityId,2,
field_145786_d,yTile,2,
field_145787_e,zTile,2,
field_145788_c,xTile,2,
field_145801_f,thrower,2,
field_145802_g,owner,2,
field_145804_b,pickupDelay,2,
field_145808_f,dontSetBlock,2,
field_145809_g,hurtEntities,2,
field_145810_d,tileEntityData,2,
field_145812_b,fallTime,2,
field_145813_c,shouldDropItem,2,
field_145815_h,fallHurtMax,2,
field_145816_i,fallHurtAmount,2,
field_145823_b,activatorRailCooldown,2,Cooldown before command block logic runs again in ticks
field_145824_a,commandBlockLogic,2,
field_145846_f,removed,2,
field_145850_b,world,2,the instance of the world the tile entity is in.
field_145852_a,LOGGER,2,
field_145870_n,lastProgress,2,the progress in (de)extending
field_145872_l,shouldHeadBeRendered,2,
field_145873_m,progress,2,
field_145875_k,extending,2,if this piston is extending or not
field_145882_a,spawnerLogic,2,
field_145900_a,inventory,2,
field_145901_j,transferCooldown,2,
field_145915_a,signText,2,
field_145916_j,isEditable,2,
field_145917_k,player,2,
field_145941_a,SLOTS_FOR_UP,2,an array of the input slot indices
field_145943_l,filledSlots,2,an integer with each bit specifying whether that slot of the stand contains a potion
field_145944_m,ingredientID,2,used to check if the current ingredient has been removed from the brewing stand during brewing
field_145945_j,brewingItemStacks,2,The ItemStacks currently placed in the slots of the brewing stand
field_145946_k,brewTime,2,
field_145947_i,OUTPUT_SLOTS,2,an array of the output slot indices
field_145972_a,lidAngle,2,
field_145973_j,numPlayersUsing,2,
field_145974_k,ticksSinceSync,2,"A counter that is incremented once each tick. Used to determine when to determine when to sync with the client; this happens every 80 ticks. However, the number of players is not re-counted."
field_145975_i,prevLidAngle,2,The angle of the ender chest lid last tick
field_145983_q,ticksSinceSync,2,"A counter that is incremented once each tick. Used to determine when to recompute ; this is done every 200 ticks (but staggered between different chests). However, the new value isn't actually sent to clients when it is changed."
field_145985_p,chestContents,2,
field_145986_n,prevLidAngle,2,The angle of the lid last tick
field_145987_o,numPlayersUsing,2,The number of players currently using this chest
field_145989_m,lidAngle,2,The current angle of the lid (between 0 and 1)
field_145994_a,commandBlockLogic,2,
field_145997_a,outputSignal,2,
field_146008_p,customName,2,The custom name for this beacon. This was unused until 1.14; see https://bugs.mojang.com/browse/MC-124395
field_146009_a,EFFECTS_LIST,2,List of effects that Beacons can apply
field_146010_n,secondaryEffect,2,Secondary potion effect given by this beacon.
field_146012_l,levels,2,Level of this beacon's pyramid.
field_146013_m,primaryEffect,2,Primary potion effect given by this beacon
field_146022_i,stacks,2,
field_146038_az,ticksCatchableDelay,2,
field_146040_ay,ticksCaughtDelay,2,
field_146042_b,angler,2,
field_146043_c,caughtEntity,2,
field_146045_ax,ticksCatchable,2,
field_146047_aw,ticksInAir,2,
field_146049_av,ticksInGround,2,
field_146051_au,inGround,2,
field_146054_aA,fishApproachAngle,2,
field_146075_bs,breakDoor,2,
field_146076_bu,isBreakDoorsTaskSet,2,
field_146084_br,playerInLove,2,
field_146087_bs,eatGrassGoal,2,
field_146106_i,gameProfile,2,The player's unique game profile
field_146108_bO,stats,0,
field_146109_a,mc,0,
field_146133_q,option,0,
field_146137_o,enumOptions,0,
field_146142_r,selected,0,
field_146211_a,fontRenderer,0,
field_146212_n,canLoseFocus,0,if true the textbox can lose focus by clicking elsewhere on the screen
field_146214_l,cursorCounter,0,
field_146215_m,enableBackgroundDrawing,0,
field_146216_j,text,0,Has the current text being edited on the textbox.
field_146217_k,maxStringLength,0,
field_146221_u,disabledColor,0,
field_146222_t,enabledColor,0,
field_146223_s,selectionEnd,0,"other selection position, maybe the same as the cursor"
field_146224_r,cursorPosition,0,
field_146225_q,lineScrollOffset,0,The current character index that should be used as start of the rendered text.
field_146226_p,isEnabled,0,"If this value is true along with isFocused, keyTyped will process the keys."
field_146247_f,mc,0,
field_146248_g,sentMessages,0,A list of messages previously sent through the chat GUI
field_146249_a,LOGGER,0,
field_146250_j,scrollPos,0,
field_146251_k,isScrolled,0,
field_146252_h,chatLines,0,Chat lines to be displayed in the chat box
field_146253_i,drawnChatLines,0,List of the ChatLines currently drawn
field_146301_f,serverData,0,
field_146302_g,ipEdit,0,
field_146304_f,message,0,
field_146305_g,multilineMessage,0,
field_146307_h,nextScreen,0,
field_146308_f,textFieldServerAddress,0,
field_146309_g,textFieldServerName,0,
field_146311_h,serverData,0,
field_146312_f,message,0,
field_146320_D,btnMapType,0,
field_146321_E,btnAllowCommands,0,
field_146322_F,btnCustomizeType,0,
field_146323_G,gameModeDesc1,0,
field_146324_A,btnMoreOptions,0,
field_146325_B,btnMapFeatures,0,
field_146326_C,btnBonusItems,0,
field_146328_H,gameModeDesc2,0,
field_146329_I,worldSeed,0,
field_146330_J,worldName,0,
field_146331_K,selectedIndex,0,
field_146332_f,parentScreen,0,
field_146333_g,worldNameField,0,
field_146334_a,chunkProviderSettingsJson,0,
field_146335_h,worldSeedField,0,
field_146336_i,saveDirName,0,
field_146337_w,hardCoreMode,0,"Set to true when ""hardcore"" is the currently-selected gamemode"
field_146338_v,bonusChestEnabled,0,
field_146339_u,allowCheatsWasSetByUser,0,"User explicitly clicked ""Allow Cheats"" at some point\nPrevents value changes due to changing game mode"
field_146340_t,allowCheats,0,If cheats are allowed
field_146341_s,generateStructuresEnabled,0,
field_146343_z,btnGameMode,0,
field_146344_y,inMoreWorldOptionsDisplay,0,
field_146345_x,alreadyGenerated,0,
field_146347_a,enableButtonsTimer,0,The integer value containing the number of ticks that have passed since the player's death
field_146348_f,DEMO_BACKGROUND_LOCATION,0,
field_146352_g,confirmButtonText,0,The text shown for the first button in GuiYesNo
field_146353_s,ticksUntilEnable,0,
field_146354_r,messageLine2,0,
field_146356_h,cancelButtonText,0,The text shown for the second button in GuiYesNo
field_146360_u,showSecurityWarning,0,
field_146361_t,linkText,0,
field_146362_s,copyLinkButtonText,0,Label for the Copy to Clipboard button.
field_146363_r,openLinkWarning,0,Text to warn players from opening unsafe links.
field_146370_f,LOGGER,0,
field_146371_g,networkManager,0,
field_146372_a,CONNECTION_ID,0,
field_146373_h,cancel,0,
field_146374_i,previousGuiScreen,0,
field_146385_f,createWorldGui,0,
field_146386_v,removeLayerButton,0,The remove layer button
field_146387_g,generatorInfo,0,
field_146390_s,createFlatWorldListSlotGui,0,
field_146391_r,heightText,0,The text used to identify the height of a layer
field_146394_i,materialText,0,The text used to identify the material for a layer
field_146399_a,CHAT_OPTIONS,0,
field_146409_v,defaultInputFieldText,0,is the text that appears when you press the chat key and the input box appears pre-filled
field_146410_g,historyBuffer,0,
field_146415_a,inputField,0,Chat entry field
field_146416_h,sentHistoryCursor,0,"keeps position of which chat message you will select when you press up, (does not increase for duplicated messages sent immediately after each other)"
field_146431_f,FLAT_WORLD_PRESETS,0,
field_146432_g,parentScreen,0,The parent GUI
field_146433_u,export,0,
field_146434_t,btnSelect,0,
field_146435_s,list,0,
field_146436_r,listText,0,
field_146439_i,presetsShare,0,
field_146440_f,SCREEN_OPTIONS,0,
field_146441_g,lastScreen,0,
field_146443_h,settings,0,Reference to the GameSettings object.
field_146450_f,list,0,The List GuiSlot object reference.
field_146452_r,confirmSettingsBtn,0,The button to confirm the current settings.
field_146454_h,languageManager,0,Reference to the LanguageManager object.
field_146491_f,buttonId,0,The ID of the button that has been pressed.
field_146493_s,buttonReset,0,
field_146494_r,keyBindingList,0,
field_146501_h,optionsRowList,0,
field_146510_b_,LOADING_STRINGS,0,
field_146543_v,doesGuiPauseGame,0,"When true, the game will be paused when the gui is shown"
field_146545_u,displaySlot,0,
field_146546_t,stats,0,
field_146547_s,mobStats,0,
field_146549_a,parentScreen,0,
field_146550_h,generalStats,0,
field_146551_i,itemStats,0,
field_146576_f,MINECRAFT_LOGO,0,
field_146577_g,VIGNETTE_TEXTURE,0,
field_146578_s,scrollSpeed,0,
field_146579_r,totalScrollLength,0,
field_146580_a,LOGGER,0,
field_146581_h,time,0,
field_146582_i,lines,0,
field_146589_f,stage,0,
field_146590_g,progress,0,
field_146591_a,title,0,
field_146592_h,doneWorking,0,
field_146596_f,allowCheatsButton,0,
field_146597_g,gameModeButton,0,
field_146598_a,lastScreen,0,
field_146599_h,gameMode,0,
field_146600_i,allowCheats,0,
field_146630_A,renameButton,0,
field_146641_z,selectButton,0,
field_146642_y,deleteButton,0,
field_146797_f,oldServerPinger,0,
field_146798_g,parentScreen,0,
field_146799_A,lanServerList,0,
field_146800_B,lanServerDetector,0,
field_146801_C,initialized,0,
field_146802_a,LOGGER,0,
field_146803_h,serverListSelector,0,
field_146804_i,savedServerList,0,
field_146808_t,btnDeleteServer,0,
field_146809_s,btnSelectServer,0,
field_146810_r,btnEditServer,0,
field_146811_z,selectedServer,0,
field_146812_y,hoveringText,0,The text to be displayed when the player's cursor hovers over a server listing.
field_146848_f,tileSign,0,Reference to the sign object.
field_146849_g,updateCounter,0,Counts the number of screen updates.
field_146851_h,editLine,0,The index of the line that is being edited.
field_146967_r,selectedResourcePacksList,0,List component that contains the selected resource packs
field_146970_i,availableResourcePacksList,0,List component that contains the available resource packs
field_146985_D,currentDragTargetSlot,0,
field_146986_E,dragItemDropDelay,0,
field_146987_F,dragSplittingLimit,0,
field_146988_G,dragSplittingButton,0,
field_146989_A,returningStackDestSlot,0,
field_146990_B,returningStackTime,0,
field_146991_C,returningStack,0,Used when touchscreen is enabled
field_146992_L,lastClickButton,0,
field_146993_M,doubleClick,0,
field_146994_N,shiftClickedSlot,0,
field_146995_H,ignoreMouseUp,0,
field_146996_I,dragSplittingRemnant,0,
field_146997_J,lastClickTime,0,
field_146998_K,lastClickSlot,0,
field_146999_f,xSize,0,The X size of the inventory window in pixels.
field_147000_g,ySize,0,The Y size of the inventory window in pixels.
field_147001_a,INVENTORY_BACKGROUND,0,The location of the inventory background texture
field_147002_h,container,0,A list of the players inventory slots
field_147003_i,guiLeft,0,Starting X position for the Gui. Inconsistent use for Gui backgrounds.
field_147004_w,isRightMouseClick,0,Used when touchscreen is enabled.
field_147005_v,clickedSlot,0,Used when touchscreen is enabled
field_147006_u,hoveredSlot,0,Holds the slot currently hovered
field_147007_t,dragSplitting,0,
field_147008_s,dragSplittingSlots,0,
field_147009_r,guiTop,0,Starting Y position for the Gui. Inconsistent use for Gui backgrounds.
field_147010_z,touchUpY,0,
field_147011_y,touchUpX,0,
field_147012_x,draggedStack,0,Used when touchscreen is enabled
field_147014_u,BREWING_STAND_GUI_TEXTURES,0,
field_147017_u,CHEST_GUI_TEXTURE,0,The ResourceLocation containing the chest GUI texture.
field_147018_x,inventoryRows,0,"Window height is calculated with these values; the more rows, the higher"
field_147019_u,CRAFTING_TABLE_GUI_TEXTURES,0,
field_147025_v,BEACON_GUI_TEXTURES,0,
field_147027_y,buttonsNotDrawn,0,
field_147028_x,beaconConfirmButton,0,
field_147031_u,HORSE_GUI_TEXTURES,0,
field_147032_z,mousePosY,0,The mouse y-position recorded during the last renderered frame.
field_147033_y,mousePosx,0,The mouse x-position recorded during the last rendered frame.
field_147034_x,horseEntity,0,The EntityHorse whose inventory is currently being accessed.
field_147038_v,MERCHANT_GUI_TEXTURE,0,The GUI texture for the villager merchant GUI.
field_147041_z,selectedMerchantRecipe,0,The integer value corresponding to the currently selected merchant recipe.
field_147045_u,hasActivePotionEffects,0,True if there is some potion effect to display
field_147047_v,oldMouseY,0,The old y position of the mouse pointer
field_147048_u,oldMouseX,0,The old x position of the mouse pointer
field_147058_w,selectedTabIndex,0,Currently selected creative inventory tab index.
field_147059_E,listener,0,
field_147061_u,CREATIVE_INVENTORY_TABS,0,The location of the creative inventory tabs texture
field_147062_A,searchField,0,
field_147063_B,originalSlots,0,
field_147064_C,destroyItemSlot,0,
field_147066_y,isScrolling,0,True if the scrollbar is being dragged
field_147067_x,currentScroll,0,"Amount scrolled in Creative mode inventory (0 = top, 1 = bottom)"
field_147069_w,oFlip,0,
field_147070_D,ENCHANTMENT_TABLE_BOOK_TEXTURE,0,The ResourceLocation containing the texture for the Book rendered above the enchantment table
field_147071_v,flip,0,
field_147072_E,MODEL_BOOK,0,The ModelBook instance used for rendering the book on the Enchantment table
field_147073_u,ticks,0,
field_147074_F,random,0,A Random instance for use with the enchantment gui
field_147076_A,oOpen,0,
field_147077_B,last,0,
field_147078_C,ENCHANTMENT_TABLE_GUI_TEXTURE,0,The ResourceLocation containing the Enchantment GUI texture location
field_147080_z,open,0,
field_147081_y,flipA,0,
field_147082_x,flipT,0,
field_147085_u,HOPPER_GUI_TEXTURE,0,The ResourceLocation containing the gui texture for the hopper
field_147087_u,FURNACE_GUI_TEXTURES,0,
field_147088_v,DISPENSER_GUI_TEXTURES,0,
field_147091_w,nameField,0,
field_147093_u,ANVIL_RESOURCE,0,
field_147101_bU,respawnInvulnerabilityTicks,2,
field_147102_bM,LOGGER,2,
field_147103_bO,stats,2,
field_147123_G,LOGGER,0,
field_147124_at,framebuffer,0,
field_147125_j,pointedEntity,0,
field_147126_aw,musicTicker,0,
field_147127_av,soundHandler,0,
field_147129_ai,jvm64bit,0,
field_147141_M,resourcePackUrl,2,The texture pack for the server
field_147142_T,nanoTimeSinceStatusRefresh,2,
field_147143_S,sessionService,2,
field_147144_o,networkSystem,2,
field_147145_h,LOGGER,2,
field_147146_q,random,2,
field_147147_p,statusResponse,2,
field_147148_h,LOGGER,0,
field_147150_a,LOGGER,2,
field_147228_b,LOGGER,0,
field_147229_c,pingDestinations,0,A list of NetworkManagers that have pending pings
field_147230_a,PING_RESPONSE_SPLITTER,0,
field_147299_f,client,0,"Reference to the Minecraft instance, which many handler methods operate on"
field_147300_g,world,0,"Reference to the current ClientWorld instance, which many handler methods operate on"
field_147301_d,LOGGER,0,
field_147302_e,netManager,0,"The NetworkManager instance used to communicate with the server, used to respond to various packets (primarilly movement and plugin channel related ones) and check the status of the network connection externally"
field_147306_l,avRandomizer,0,"Just an ordinary random number generator, used to randomize audio pitch of item/orb pickup and randomize both particlespawn offset and velocity"
field_147307_j,guiScreenServer,0,Seems to be either null (integrated server) or an instance of either GuiMultiplayer (when connecting to a server) or GuiScreenReamlsTOS (when connecting to MCO server)
field_147309_h,doneLoadingTerrain,0,"True if the client has finished downloading terrain and may spawn. Set upon receipt of S08PacketPlayerPosLook, reset upon respawning"
field_147310_i,playerInfoMap,0,A mapping from player names to their respective GuiPlayerInfo (specifies the clients response time to the server)
field_147313_b,networkManager,2,
field_147314_a,server,2,
field_147327_f,server,2,
field_147328_g,currentLoginState,2,
field_147329_d,RANDOM,2,
field_147330_e,verifyToken,2,
field_147331_b,AUTHENTICATOR_THREAD_ID,2,
field_147332_c,LOGGER,2,
field_147333_a,networkManager,2,
field_147334_j,serverId,2,
field_147335_k,secretKey,2,
field_147336_h,connectionTimer,2,How long has player been trying to login into the server.
field_147337_i,loginGameProfile,2,
field_147365_f,floatingTickCount,2,Used to keep track of how the player is floating while gamerules should prevent that. Surpassing 80 ticks means kick
field_147367_d,server,2,
field_147368_e,networkTickCount,2,
field_147369_b,player,2,
field_147370_c,LOGGER,2,
field_147371_a,netManager,2,
field_147372_n,pendingTransactions,2,
field_147374_l,chatSpamThresholdCount,2,"Incremented by 20 each time a user sends a chat message, decreased by one every tick. Non-ops kicked when over 200"
field_147375_m,itemDropThreshold,2,
field_147384_b,networkManager,0,
field_147385_a,server,0,
field_147386_b,networkManager,2,
field_147387_a,server,2,
field_147393_d,networkManager,0,
field_147394_b,mc,0,
field_147395_c,previousGuiScreen,0,
field_147396_a,LOGGER,0,
field_147403_d,successful,0,
field_147411_m,serverIcon,0,
field_147412_i,playerList,0,
field_147415_a,LOGGER,0,
field_147436_a,LOGGER,0,
field_147481_N,processingLoadedTiles,2,"True while the World is ticking , to prevent CME's if any of those ticks create more tile entities."
field_147482_g,loadedTileEntityList,2,A list of the loaded tile entities in the world
field_147483_b,tileEntitiesToBeRemoved,2,Tile Entity removals that were deferred because the World was still iterating existing Tile Entities; will be removed from the world at the end of the tick.
field_147484_a,addedTileEntityList,2,Tile Entity additions that were deferred because the World was still iterating existing Tile Entities; will be added to the world at the end of the tick.
field_147490_S,blockEventQueue,2,
field_147491_a,LOGGER,2,
field_147509_j,isChristmas,0,
field_147514_c,model,0,The ModelSign instance for use in this renderer
field_147523_b,TEXTURE_BEACON_BEAM,0,
field_147526_d,END_PORTAL_TEXTURE,0,
field_147527_e,RANDOM,0,
field_147529_c,END_SKY_TEXTURE,0,
field_147540_b,TEXTURE_BOOK,0,The texture for the book above the enchantment table.
field_147541_c,modelBook,0,
field_147550_f,world,0,
field_147553_e,textureManager,0,
field_147556_a,instance,0,
field_147557_n,fontRenderer,0,
field_147559_m,renderers,0,
field_147593_P,mapSoundPositions,0,"Currently playing sounds. Type: HashMap<ChunkCoordinates, ISound>"
field_147595_R,displayListEntitiesDirty,0,
field_147596_f,prevRenderSortX,0,
field_147597_g,prevRenderSortY,0,
field_147599_m,LOGGER,0,
field_147602_h,prevRenderSortZ,0,
field_147616_f,framebufferObject,0,
field_147617_g,framebufferTexture,0,
field_147618_d,framebufferHeight,0,
field_147619_e,useDepth,0,
field_147620_b,framebufferTextureHeight,0,
field_147621_c,framebufferWidth,0,
field_147622_a,framebufferTextureWidth,0,
field_147623_j,framebufferFilter,0,
field_147624_h,depthBuffer,0,
field_147625_i,framebufferColor,0,
field_147635_d,LOGGER,0,
field_147638_c,LOGGER,0,
field_147639_c,LOGGER,0,
field_147644_c,LOGGER,0,
field_147646_a,LOGGER,0,
field_147648_b,LOGGER,0,
field_147658_f,z,0,
field_147659_g,repeat,0,
field_147660_d,x,0,
field_147661_e,y,0,
field_147662_b,volume,0,
field_147663_c,pitch,0,
field_147664_a,positionedSoundLocation,0,
field_147665_h,repeatDelay,0,The number of ticks between repeating the sound
field_147666_i,attenuationType,0,
field_147668_j,donePlaying,0,
field_147669_l,distance,0,
field_147670_k,minecart,0,
field_147671_l,minecart,0,
field_147672_k,player,0,
field_147676_d,timeUntilNextMusic,0,
field_147677_b,client,0,
field_147678_c,currentMusic,0,
field_147679_a,random,0,
field_147694_f,sndManager,0,
field_147696_d,TYPE,0,
field_147697_e,soundRegistry,0,
field_147698_b,LOGGER,0,
field_147699_c,GSON,0,
field_147700_a,MISSING_SOUND,0,
field_147707_d,shaderGroup,0,
field_147708_e,SHADER_COUNT,0,
field_147709_v,mapItemRenderer,0,
field_147710_q,LOGGER,0,
field_147711_ac,resourceManager,0,
